Drive_ID,Vendor,Model,Firmware_Version,Power_On_Hours,Total_TBW_TB,Total_TBR_TB,Temperature_C,Percent_Life_Used,Media_Errors,Unsafe_Shutdowns,CRC_Errors,Read_Error_Rate,Write_Error_Rate,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-07016,VendorD,Model-PRO,FW1.2,49913,165.1,98.4,52.7,39.2,1,7,0,1.58,9.58,0,0,0
NVME-07017,VendorA,Model-X2,FW1.0,8772,107.4,115.6,58.5,34.3,0,1,0,6.57,16.01,0,0,0
NVME-07018,VendorA,Model-X1,FW1.0,30428,153.5,127.3,45.4,41.6,1,4,2,3.95,4.9,0,0,0
NVME-07019,VendorB,Model-X2,FW2.1,14178,193.6,196.2,45.5,40.5,0,3,0,14.59,13.77,0,0,0
NVME-07020,VendorC,Model-X2,FW1.0,39747,182.5,203.1,28.9,46.3,2,1,0,19.04,7.02,0,0,0
NVME-07021,VendorB,Model-PRO,FW2.1,37530,42.9,57.7,36.6,13.7,0,6,0,1.99,4.85,0,0,0
NVME-07022,VendorD,Model-X1,FW1.0,40683,34.3,18.2,47.1,8.7,1,3,0,1.32,7.06,0,0,0
NVME-07023,VendorD,Model-PRO,FW1.0,36129,119.8,79.5,43.3,35.1,1,5,0,11.4,15.28,0,0,0
NVME-07024,VendorC,Model-PRO,FW1.0,505,158.5,225.3,44.1,26.1,0,0,0,1.87,1.37,0,0,0
NVME-07025,VendorC,Model-PRO,FW2.0,54112,23.7,34.8,26.3,1.8,3,3,1,33.03,11.29,1,4,1
NVME-07026,VendorB,Model-PRO,FW1.2,3660,74.2,41.2,23.0,20.4,2,1,0,10.26,3.34,0,0,0
NVME-07027,VendorA,Model-LITE,FW2.0,11675,155.0,128.9,55.7,36.0,0,3,2,1.69,2.74,0,0,0
NVME-07028,VendorD,Model-ULTRA,FW1.0,11959,38.5,19.6,38.8,5.2,2,1,1,6.24,1.71,0,0,0
NVME-07029,VendorB,Model-X1,FW1.0,30712,94.1,118.3,26.7,14.0,0,2,0,1.71,6.09,0,0,0
NVME-07030,VendorA,Model-LITE,FW2.0,13253,110.1,130.1,39.0,16.9,0,8,0,2.78,8.25,0,0,0
NVME-07031,VendorC,Model-ULTRA,FW2.1,40724,19.7,21.0,28.5,3.6,0,3,0,10.35,0.59,0,0,0
NVME-07032,VendorA,Model-ULTRA,FW1.2,42177,136.6,162.8,30.8,33.9,0,3,0,14.22,4.31,0,0,0
NVME-07033,VendorB,Model-ULTRA,FW2.1,27113,152.1,157.8,34.1,40.3,1,2,1,7.13,5.51,0,0,0
NVME-07034,VendorB,Model-LITE,FW1.2,6790,89.3,66.0,28.5,14.6,2,3,1,4.39,5.35,0,0,0
NVME-07035,VendorB,Model-X1,FW1.1,44542,18.0,22.6,20.0,2.6,0,3,1,7.29,13.54,0,0,0
NVME-07036,VendorD,Model-X2,FW1.2,21815,55.8,71.6,46.1,7.7,0,4,0,6.43,0.93,0,0,0
NVME-07037,VendorA,Model-ULTRA,FW2.1,52692,163.7,221.7,35.3,38.6,0,5,0,6.56,3.39,0,0,0
NVME-07038,VendorB,Model-X2,FW1.2,841,43.9,63.8,47.6,12.7,1,5,0,11.3,9.29,0,0,0
NVME-07039,VendorB,Model-X2,FW1.1,11531,184.0,229.5,40.3,36.5,0,5,0,10.14,15.56,0,0,0
NVME-07040,VendorC,Model-PRO,FW1.1,7281,76.9,42.6,25.4,10.4,0,1,1,15.9,7.25,0,0,0
NVME-07041,VendorC,Model-X2,FW1.0,31405,139.1,72.4,39.8,39.7,0,4,1,13.85,1.27,0,0,0
NVME-07042,VendorB,Model-PRO,FW1.1,7831,35.5,44.0,51.3,8.1,0,2,0,5.93,9.65,0,0,0
NVME-07043,VendorC,Model-X1,FW2.0,35789,231.4,128.7,39.2,51.9,1,3,0,8.3,5.77,0,0,0
NVME-07044,VendorA,Model-X1,FW2.1,40242,50.8,41.4,34.2,5.3,1,6,2,7.17,6.73,0,0,0
NVME-07045,VendorD,Model-PRO,FW2.0,59275,71.0,45.2,28.5,15.0,3,4,2,6.33,6.11,0,0,0
NVME-07046,VendorB,Model-X1,FW2.0,28814,67.0,98.4,35.4,11.4,1,2,1,8.0,0.65,0,0,0
NVME-07047,VendorC,Model-ULTRA,FW2.1,7123,8.0,6.5,30.7,0.0,0,4,0,6.29,3.12,0,0,0
NVME-07048,VendorA,Model-X1,FW2.0,38429,74.5,41.4,36.2,11.8,1,4,0,4.42,10.46,0,0,0
NVME-07049,VendorA,Model-PRO,FW2.0,38502,42.1,61.0,22.5,15.1,0,4,1,11.08,0.42,0,0,0
NVME-07050,VendorB,Model-ULTRA,FW2.0,1010,90.7,100.6,30.3,16.6,1,5,1,3.19,11.67,0,0,0
NVME-07051,VendorD,Model-X2,FW1.1,28688,105.7,56.7,44.8,27.8,0,1,2,4.78,5.05,0,0,0
NVME-07052,VendorB,Model-X2,FW2.1,37570,44.3,59.1,41.2,3.7,3,2,0,24.43,6.38,0,0,0
NVME-07053,VendorD,Model-X2,FW2.1,50670,45.6,29.8,37.3,17.1,1,4,0,7.56,11.72,0,0,0
NVME-07054,VendorB,Model-PRO,FW2.1,47441,49.9,65.0,29.8,11.9,1,6,0,7.69,2.68,0,0,0
NVME-07055,VendorB,Model-X2,FW2.0,22282,94.1,103.8,53.1,24.2,2,4,0,6.33,9.9,0,0,0
NVME-07056,VendorA,Model-X1,FW1.1,56950,64.7,43.8,57.4,5.9,0,2,0,11.98,3.63,0,0,0
NVME-07057,VendorD,Model-X2,FW2.1,29490,45.5,57.0,30.1,13.3,1,2,1,4.52,4.49,0,0,0
NVME-07058,VendorA,Model-LITE,FW1.2,45369,61.9,59.1,46.9,24.7,0,6,0,17.81,8.94,0,0,0
NVME-07059,VendorD,Model-LITE,FW2.1,4138,161.7,184.0,30.5,36.8,0,3,0,2.64,3.49,0,0,0
NVME-07060,VendorD,Model-X2,FW1.0,28315,89.8,123.0,44.3,32.7,1,2,1,9.28,11.14,0,0,0
NVME-07061,VendorD,Model-X2,FW1.2,31665,57.4,43.6,20.7,3.7,0,2,1,9.19,3.68,0,0,0
NVME-07062,VendorB,Model-LITE,FW2.1,19929,188.5,163.2,35.1,37.1,0,3,1,1.9,9.86,0,0,0
NVME-07063,VendorC,Model-X2,FW2.0,32999,115.6,173.1,41.5,27.8,1,3,0,9.6,8.64,0,0,0
NVME-07064,VendorC,Model-ULTRA,FW2.1,43116,20.1,20.3,43.1,0.0,0,3,0,2.88,5.52,0,0,0
NVME-07065,VendorA,Model-LITE,FW1.1,22346,135.9,143.9,31.8,41.0,5,1,0,8.93,7.56,0,0,0
NVME-07066,VendorC,Model-PRO,FW1.1,49404,243.9,191.6,44.7,48.9,3,2,2,4.38,7.75,0,0,0
NVME-07067,VendorA,Model-LITE,FW2.1,18962,141.6,129.7,39.3,35.2,2,3,1,15.52,2.49,0,0,0
NVME-07068,VendorB,Model-X1,FW2.0,57926,52.9,53.0,28.3,8.3,1,1,0,0.79,0.34,0,0,0
NVME-07069,VendorA,Model-ULTRA,FW2.0,22600,77.0,58.4,31.0,7.3,2,4,1,1.68,2.61,0,0,0
NVME-07070,VendorA,Model-PRO,FW2.0,16788,18.2,13.4,53.2,3.3,2,4,0,18.97,14.39,0,0,0
NVME-07071,VendorB,Model-X2,FW2.1,16382,130.5,143.6,41.5,27.3,2,6,0,0.05,10.5,0,0,0
NVME-07072,VendorB,Model-X1,FW2.1,2619,70.9,48.5,36.5,17.8,1,3,2,1.04,7.95,0,0,0
NVME-07073,VendorC,Model-X1,FW1.0,6212,49.4,52.0,27.8,15.2,1,3,0,1.65,9.06,0,0,0
NVME-07074,VendorA,Model-ULTRA,FW1.1,1092,72.9,87.9,35.4,12.6,2,3,1,7.39,5.95,0,0,0
NVME-07075,VendorB,Model-PRO,FW1.2,59681,20.6,14.4,41.6,8.9,0,1,0,9.1,4.34,0,0,0
NVME-07076,VendorA,Model-X1,FW1.2,5747,23.0,28.7,43.1,5.3,1,2,0,3.24,4.56,0,0,0
NVME-07077,VendorB,Model-PRO,FW1.1,43619,30.3,26.0,41.0,2.5,1,3,0,3.8,14.73,0,0,0
NVME-07078,VendorC,Model-PRO,FW1.0,29114,8.7,13.0,34.5,0.0,2,3,2,1.92,1.52,0,0,0
NVME-07079,VendorB,Model-X1,FW1.1,7697,54.3,80.3,24.8,12.2,1,1,0,5.04,9.08,0,0,0
NVME-07080,VendorC,Model-PRO,FW1.0,58158,37.7,49.0,39.2,10.6,0,4,1,3.88,10.18,0,0,0
NVME-07081,VendorB,Model-ULTRA,FW1.0,50961,166.4,140.2,39.7,36.4,3,1,1,10.14,18.73,1,4,1
NVME-07082,VendorC,Model-X1,FW2.0,57270,34.7,49.9,33.0,6.5,0,2,1,13.74,14.99,0,0,0
NVME-07083,VendorB,Model-ULTRA,FW1.1,25733,121.6,182.3,38.3,23.2,0,3,0,13.1,0.92,0,0,0
NVME-07084,VendorB,Model-ULTRA,FW1.2,16954,43.3,41.7,40.8,9.9,2,3,1,11.1,7.42,0,0,0
NVME-07085,VendorC,Model-PRO,FW2.1,52717,92.4,103.0,42.6,21.7,1,2,0,4.15,3.9,0,0,0
NVME-07086,VendorA,Model-PRO,FW2.1,58184,194.3,98.3,46.5,52.9,0,5,0,6.36,9.38,0,0,0
NVME-07087,VendorC,Model-X1,FW1.1,3666,30.5,16.6,20.4,2.0,2,3,2,15.33,1.05,0,0,0
NVME-07088,VendorC,Model-X2,FW2.1,41572,213.7,213.8,43.7,53.9,0,8,1,6.24,10.79,0,0,0
NVME-07089,VendorB,Model-X1,FW1.0,44453,136.2,151.1,27.0,33.9,0,1,0,5.31,11.08,0,0,0
NVME-07090,VendorA,Model-ULTRA,FW2.1,54486,106.0,86.1,31.6,22.9,0,2,0,1.1,3.63,0,0,0
NVME-07091,VendorA,Model-PRO,FW1.0,3385,89.8,53.8,48.7,29.4,0,2,0,14.65,5.11,0,0,0
NVME-07092,VendorD,Model-ULTRA,FW1.0,12129,78.0,100.0,30.1,16.8,2,2,0,6.6,19.43,0,0,0
NVME-07093,VendorC,Model-LITE,FW1.2,43252,155.6,143.0,47.0,35.9,1,3,0,9.44,13.29,0,0,0
NVME-07094,VendorA,Model-LITE,FW2.1,12946,77.9,89.5,35.2,15.4,3,6,1,17.79,18.52,0,0,0
NVME-07095,VendorB,Model-ULTRA,FW1.2,13179,66.2,76.1,52.0,18.0,0,4,0,9.31,9.0,0,0,0
NVME-07096,VendorB,Model-X2,FW2.1,46904,125.6,131.5,29.0,27.9,0,9,0,9.86,1.05,0,0,0
NVME-07097,VendorD,Model-X2,FW1.0,8651,43.0,29.2,39.3,5.0,2,2,0,1.32,1.28,0,0,0
NVME-07098,VendorA,Model-X1,FW2.1,33152,255.4,285.0,20.0,58.8,0,5,0,7.34,2.27,0,0,0
NVME-07099,VendorA,Model-X1,FW1.2,15200,104.2,85.7,40.7,31.1,2,1,0,3.56,8.83,0,0,0
NVME-07100,VendorD,Model-X1,FW2.0,3377,70.8,93.4,26.7,12.7,1,3,0,14.36,0.34,0,0,0
NVME-07101,VendorA,Model-PRO,FW1.2,19115,69.7,48.3,38.0,19.8,3,4,0,4.81,0.63,0,0,0
NVME-07102,VendorA,Model-X2,FW2.0,1857,64.0,50.6,33.0,11.2,1,2,1,13.82,3.06,0,0,0
NVME-07103,VendorD,Model-ULTRA,FW1.1,32185,114.9,108.0,54.4,27.5,1,2,1,3.35,13.31,0,0,0
NVME-07104,VendorC,Model-LITE,FW1.2,21963,91.7,113.7,36.3,23.1,1,4,0,8.82,3.31,0,0,0
NVME-07105,VendorA,Model-X2,FW2.1,26198,75.1,91.7,53.4,22.9,0,2,1,12.87,0.34,0,0,0
NVME-07106,VendorA,Model-X2,FW2.0,46320,179.9,150.6,31.9,36.0,2,3,0,1.9,0.58,0,0,0
NVME-07107,VendorA,Model-X2,FW2.1,15395,201.8,204.0,20.0,43.8,1,2,3,4.91,8.54,0,0,0
NVME-07108,VendorA,Model-X1,FW2.0,38655,32.7,24.0,46.1,4.5,0,5,0,12.31,13.52,0,0,0
NVME-07109,VendorD,Model-PRO,FW1.2,25921,68.9,87.5,30.2,18.9,0,3,0,7.72,1.5,0,0,0
NVME-07110,VendorB,Model-ULTRA,FW1.2,42472,58.3,40.6,48.9,16.2,0,0,1,6.96,0.68,0,0,0
NVME-07111,VendorC,Model-X1,FW2.1,21933,52.9,69.8,38.9,12.7,2,2,0,8.66,2.86,0,0,0
NVME-07112,VendorD,Model-PRO,FW1.2,54090,57.4,82.5,44.8,12.4,1,6,0,1.89,10.56,0,0,0
NVME-07113,VendorB,Model-X2,FW2.1,26092,34.6,51.6,47.1,12.1,1,4,2,0.32,7.33,0,0,0
NVME-07114,VendorA,Model-PRO,FW1.0,8649,137.7,186.9,57.7,24.4,1,6,0,10.21,0.99,0,0,0
NVME-07115,VendorB,Model-X1,FW2.0,52717,68.9,49.7,48.5,16.0,0,2,1,11.56,5.36,0,0,0
NVME-07116,VendorD,Model-X2,FW2.1,22532,86.4,79.2,41.5,24.3,0,5,1,7.89,2.42,0,0,0
NVME-07117,VendorD,Model-X1,FW2.0,39598,139.1,81.9,46.9,24.1,0,3,0,1.17,9.13,0,0,0
NVME-07118,VendorA,Model-ULTRA,FW1.0,20619,33.6,22.3,46.1,5.4,2,1,0,11.63,3.51,0,0,0
NVME-07119,VendorC,Model-X2,FW2.0,47476,92.5,50.8,44.0,18.3,0,0,0,1.03,2.51,0,0,0
NVME-07120,VendorB,Model-PRO,FW2.1,48647,25.8,29.4,56.2,3.7,0,1,1,3.1,0.72,0,0,0
NVME-07121,VendorD,Model-X1,FW1.2,3241,26.4,27.3,38.2,14.8,2,3,0,12.0,7.61,0,0,0
NVME-07122,VendorA,Model-LITE,FW2.0,11168,80.2,113.6,41.2,7.3,1,5,0,5.39,20.03,0,0,0
NVME-07123,VendorB,Model-PRO,FW2.0,31442,77.0,74.2,35.4,14.9,2,4,0,0.9,3.83,0,0,0
NVME-07124,VendorD,Model-PRO,FW1.0,53805,33.8,38.6,62.1,10.2,1,6,0,6.68,5.27,0,0,0
NVME-07125,VendorB,Model-X2,FW1.1,14356,165.8,149.5,37.5,40.9,1,3,2,4.17,5.92,0,0,0
NVME-07126,VendorB,Model-PRO,FW1.2,33064,10.8,14.4,42.8,7.7,1,3,1,11.7,3.89,0,0,0
NVME-07127,VendorA,Model-X1,FW2.1,51126,33.0,47.1,32.3,0.2,0,3,0,3.44,12.88,0,0,0
NVME-07128,VendorA,Model-LITE,FW1.0,5930,58.4,54.4,36.7,19.0,0,4,0,14.2,6.1,0,0,0
NVME-07129,VendorB,Model-ULTRA,FW2.1,15968,46.9,27.3,48.1,16.0,2,6,0,1.32,1.03,0,0,0
NVME-07130,VendorD,Model-LITE,FW2.1,6779,29.8,19.8,39.0,2.7,0,3,0,0.06,11.29,0,0,0
NVME-07131,VendorA,Model-X1,FW2.0,40854,291.1,355.3,49.4,60.2,2,4,0,8.06,15.77,0,0,0
NVME-07132,VendorB,Model-X2,FW1.0,33805,142.8,117.8,46.6,25.7,1,1,1,8.96,0.41,0,0,0
NVME-07133,VendorC,Model-X1,FW1.0,51446,67.1,86.2,39.2,3.8,1,5,0,13.06,3.14,0,0,0
NVME-07134,VendorA,Model-PRO,FW1.2,11822,178.0,222.5,32.9,49.5,2,1,1,4.31,4.26,0,0,0
NVME-07135,VendorB,Model-X2,FW1.1,20609,161.2,192.5,42.4,36.1,1,7,0,11.62,4.7,0,0,0
NVME-07136,VendorC,Model-ULTRA,FW2.1,55502,47.7,62.7,42.4,1.7,1,0,1,1.72,7.9,0,0,0
NVME-07137,VendorD,Model-ULTRA,FW1.2,14089,70.2,88.2,40.1,4.3,2,1,0,13.38,6.2,0,0,0
NVME-07138,VendorC,Model-X1,FW1.2,57833,78.9,89.4,42.4,12.6,0,2,2,18.41,1.7,0,0,0
NVME-07139,VendorC,Model-PRO,FW2.1,43986,138.5,69.8,34.4,28.5,1,6,0,7.78,8.97,0,0,0
NVME-07140,VendorA,Model-ULTRA,FW2.0,57414,111.3,113.0,45.3,28.3,1,3,0,23.84,7.36,0,0,0
NVME-07141,VendorD,Model-LITE,FW2.0,55801,71.1,77.9,43.4,20.9,0,1,1,19.87,12.54,0,0,0
NVME-07142,VendorA,Model-X2,FW2.1,46300,49.9,72.9,33.9,12.5,0,6,0,13.23,18.01,0,0,0
NVME-07143,VendorC,Model-LITE,FW1.0,23662,76.1,87.6,36.2,17.2,0,3,0,4.7,6.56,0,0,0
NVME-07144,VendorA,Model-ULTRA,FW1.1,15019,29.2,31.4,39.6,7.9,1,1,0,13.36,12.44,0,0,0
NVME-07145,VendorD,Model-ULTRA,FW2.0,41406,38.6,40.2,36.3,14.8,2,2,2,8.43,12.97,0,0,0
NVME-07146,VendorC,Model-X1,FW1.1,48480,65.4,39.5,33.8,14.9,2,3,2,1.23,0.74,0,0,0
NVME-07147,VendorC,Model-X1,FW1.2,11136,73.0,67.7,48.3,18.7,2,7,0,19.6,5.08,0,0,0
NVME-07148,VendorA,Model-X2,FW1.2,41178,238.6,151.4,47.1,47.3,2,2,0,20.96,1.4,0,0,0
NVME-07149,VendorB,Model-X1,FW2.1,24538,39.7,21.9,44.9,9.8,2,5,0,3.83,12.38,0,0,0
NVME-07150,VendorC,Model-PRO,FW2.1,21099,13.5,11.2,30.6,0.4,1,2,0,12.17,2.35,0,0,0
NVME-07151,VendorC,Model-X2,FW2.1,58682,53.1,60.8,54.8,13.7,0,2,1,18.51,0.95,0,0,0
NVME-07152,VendorA,Model-PRO,FW2.0,43840,45.8,62.6,42.5,8.4,1,4,0,5.95,8.61,0,0,0
NVME-07153,VendorD,Model-X1,FW1.1,43187,64.0,83.9,39.0,16.1,1,2,1,1.56,1.26,0,0,0
NVME-07154,VendorD,Model-X2,FW1.2,51718,56.2,44.7,46.7,8.5,0,5,0,1.47,1.56,0,0,0
NVME-07155,VendorA,Model-ULTRA,FW1.1,41643,71.8,39.2,39.1,10.9,1,1,0,2.63,1.63,0,0,0
NVME-07156,VendorD,Model-LITE,FW2.0,52011,138.8,125.3,20.0,26.7,0,4,1,6.46,3.6,0,0,0
NVME-07157,VendorB,Model-ULTRA,FW1.1,1808,89.2,72.7,42.1,16.0,0,3,2,3.13,4.17,0,0,0
NVME-07158,VendorB,Model-PRO,FW1.1,54660,45.1,39.3,48.7,11.5,1,3,0,17.5,0.47,0,0,0
NVME-07159,VendorB,Model-ULTRA,FW2.1,6477,12.6,13.3,43.1,6.6,1,3,0,7.42,5.48,0,0,0
NVME-07160,VendorB,Model-ULTRA,FW1.1,22888,112.4,59.6,25.1,25.7,3,4,1,7.71,3.19,0,0,0
NVME-07161,VendorC,Model-LITE,FW1.1,14369,142.6,124.2,46.8,32.3,2,0,1,7.48,20.3,0,0,0
NVME-07162,VendorB,Model-LITE,FW1.1,56328,55.8,59.1,42.2,13.0,1,3,0,2.44,6.93,0,0,0
NVME-07163,VendorC,Model-ULTRA,FW1.0,29817,220.0,204.8,42.7,54.3,1,2,0,8.16,2.84,0,0,0
NVME-07164,VendorC,Model-LITE,FW1.2,22705,109.0,127.2,27.8,18.9,1,4,1,11.99,4.03,0,0,0
NVME-07165,VendorC,Model-ULTRA,FW1.2,21321,86.8,59.6,35.6,20.5,1,4,0,3.87,4.42,0,0,0
NVME-07166,VendorA,Model-X2,FW1.1,41731,68.8,45.0,31.2,16.1,2,4,1,9.15,5.68,0,0,0
NVME-07167,VendorD,Model-ULTRA,FW2.1,31857,144.7,116.9,47.2,36.6,2,3,0,14.04,3.08,0,0,0
NVME-07168,VendorB,Model-X1,FW2.1,59215,210.8,126.8,43.8,42.9,1,5,0,6.94,3.39,0,0,0
NVME-07169,VendorA,Model-LITE,FW2.1,48375,203.2,149.6,35.0,53.1,1,1,1,7.9,14.26,0,0,0
NVME-07170,VendorA,Model-LITE,FW1.2,18169,77.8,45.7,34.0,16.8,2,1,2,4.98,13.56,0,0,0
NVME-07171,VendorB,Model-PRO,FW2.0,43137,202.1,182.3,37.5,38.9,3,7,1,1.68,16.58,0,0,0
NVME-07172,VendorD,Model-PRO,FW1.1,51737,43.8,53.1,42.3,7.2,0,3,2,4.59,7.39,0,0,0
NVME-07173,VendorB,Model-X1,FW1.2,42756,130.0,102.2,47.1,32.4,1,3,0,5.61,7.63,0,0,0
NVME-07174,VendorC,Model-LITE,FW2.1,24424,39.5,19.9,32.7,7.8,0,2,1,6.04,6.86,0,0,0
NVME-07175,VendorA,Model-LITE,FW1.2,52853,119.8,126.6,42.9,23.1,1,1,0,9.44,7.71,0,0,0
NVME-07176,VendorB,Model-PRO,FW1.2,28834,119.5,142.4,37.1,33.4,1,1,0,5.98,7.42,0,0,0
NVME-07177,VendorD,Model-PRO,FW1.2,50705,55.8,49.7,20.0,15.2,3,4,1,9.58,12.94,0,0,0
NVME-07178,VendorC,Model-ULTRA,FW2.1,19690,44.9,35.8,35.7,8.8,0,2,0,17.79,0.87,0,0,0
NVME-07179,VendorA,Model-LITE,FW2.0,28928,188.7,186.9,43.2,43.2,0,2,0,16.71,1.34,0,0,0
NVME-07180,VendorB,Model-LITE,FW1.0,23196,32.0,19.2,33.5,11.6,0,2,1,3.02,1.86,0,0,0
NVME-07181,VendorA,Model-ULTRA,FW1.1,52242,23.7,27.1,42.8,11.2,0,3,0,6.0,2.62,0,0,0
NVME-07182,VendorB,Model-LITE,FW1.1,29548,104.6,129.0,45.6,20.4,1,4,1,1.65,6.26,0,0,0
NVME-07183,VendorC,Model-X1,FW1.2,43361,76.0,91.6,49.2,20.7,2,3,1,5.23,0.02,0,0,0
NVME-07184,VendorC,Model-PRO,FW2.0,48210,103.4,85.7,31.5,32.5,3,4,0,0.92,11.77,0,0,0
NVME-07185,VendorA,Model-PRO,FW2.1,11550,47.2,63.4,49.4,7.4,0,6,0,17.65,3.85,0,0,0
NVME-07186,VendorD,Model-PRO,FW1.0,30675,50.7,73.4,40.3,13.3,3,4,1,0.27,23.07,0,0,0
NVME-07187,VendorB,Model-X2,FW1.0,31692,77.7,61.9,27.4,19.7,1,3,1,0.82,7.52,0,0,0
NVME-07188,VendorB,Model-X1,FW1.2,56798,78.7,60.0,38.1,16.7,1,2,1,12.95,0.0,0,0,0
NVME-07189,VendorB,Model-X1,FW1.2,50602,74.6,89.8,37.6,12.2,1,2,0,4.86,0.47,0,0,0
NVME-07190,VendorC,Model-ULTRA,FW2.1,39210,208.6,252.0,35.7,42.0,0,4,0,0.57,7.61,0,0,0
NVME-07191,VendorB,Model-X2,FW2.1,48084,220.6,222.9,30.1,48.0,0,3,1,0.33,3.86,0,0,0
NVME-07192,VendorB,Model-LITE,FW2.1,56590,30.0,42.7,41.9,2.6,1,5,1,8.04,16.44,0,0,0
NVME-07193,VendorB,Model-X1,FW1.2,38302,104.5,67.5,39.5,16.2,0,4,0,1.2,7.41,0,0,0
NVME-07194,VendorA,Model-X2,FW2.0,20433,35.0,34.2,35.6,1.6,1,6,0,6.39,0.77,0,0,0
NVME-07195,VendorD,Model-X2,FW1.2,17763,248.6,133.1,32.4,52.7,0,3,1,5.3,9.67,0,0,0
NVME-07196,VendorB,Model-X1,FW1.2,55250,51.7,28.6,25.4,10.6,0,4,2,9.62,0.74,0,0,0
NVME-07197,VendorA,Model-ULTRA,FW1.0,50072,64.1,35.5,52.4,11.3,1,3,1,10.9,9.21,0,0,0
NVME-07198,VendorC,Model-X2,FW2.1,9635,142.3,141.1,37.9,27.1,0,0,1,25.33,9.19,0,0,0
NVME-07199,VendorD,Model-PRO,FW1.1,38987,38.3,41.7,46.4,13.5,2,1,2,16.04,10.16,0,0,0
NVME-07200,VendorD,Model-X2,FW2.1,18779,23.2,11.7,48.9,0.0,2,3,0,13.4,3.84,0,0,0
NVME-07201,VendorB,Model-LITE,FW2.0,32574,37.8,42.8,48.3,8.5,4,4,0,1.24,8.63,0,0,0
NVME-07202,VendorA,Model-X1,FW2.0,49255,160.1,158.5,45.4,41.6,1,3,0,6.21,0.58,0,0,0
NVME-07203,VendorB,Model-LITE,FW2.1,2660,59.7,43.2,41.8,14.0,2,4,3,16.58,0.31,1,5,1
NVME-07204,VendorA,Model-ULTRA,FW2.1,23465,152.0,78.3,26.4,45.1,3,3,1,3.85,6.98,0,0,0
NVME-07205,VendorD,Model-PRO,FW1.2,10845,80.5,52.8,52.6,20.4,0,3,0,12.66,7.47,0,0,0
NVME-07206,VendorA,Model-X1,FW1.1,130,18.6,20.5,30.9,2.9,0,4,3,10.16,5.25,0,0,0
NVME-07207,VendorA,Model-X2,FW1.2,55204,46.5,53.9,51.9,8.0,2,3,2,15.81,0.56,0,0,0
NVME-07208,VendorB,Model-PRO,FW1.0,59096,96.0,110.1,37.6,24.8,2,5,0,12.94,15.65,0,0,0
NVME-07209,VendorB,Model-X2,FW1.0,8232,9.8,6.4,47.9,5.2,2,1,0,3.07,3.42,0,0,0
NVME-07210,VendorC,Model-ULTRA,FW2.0,25974,108.6,153.3,46.8,26.7,2,4,0,12.79,2.19,0,0,0
NVME-07211,VendorB,Model-X1,FW2.0,45864,23.5,21.4,42.9,1.9,0,4,1,1.5,12.82,0,0,0
NVME-07212,VendorA,Model-ULTRA,FW1.1,17369,49.0,62.1,42.8,9.4,3,4,0,5.79,1.19,0,0,0
NVME-07213,VendorA,Model-ULTRA,FW2.0,56744,210.5,140.3,38.6,39.8,1,1,1,0.86,1.49,0,0,0
NVME-07214,VendorB,Model-ULTRA,FW1.0,58644,213.7,207.4,40.4,47.0,1,1,2,17.45,7.03,0,0,0
NVME-07215,VendorA,Model-ULTRA,FW1.1,26655,116.6,119.1,40.3,27.7,0,3,1,5.08,4.72,0,0,0
NVME-07216,VendorC,Model-X2,FW1.0,21327,88.6,112.6,41.3,16.4,0,5,0,10.18,15.22,0,0,0
NVME-07217,VendorB,Model-LITE,FW2.1,36906,51.4,57.6,38.9,9.5,1,4,1,0.71,3.82,0,0,0
NVME-07218,VendorC,Model-X2,FW2.1,26802,17.8,16.0,29.3,2.4,1,3,0,3.26,15.35,0,0,0
NVME-07219,VendorD,Model-PRO,FW1.1,18774,80.5,63.0,36.7,19.6,0,5,2,6.78,4.05,0,0,0
NVME-07220,VendorD,Model-ULTRA,FW1.2,3994,63.1,92.9,43.4,8.2,0,1,1,4.18,1.54,0,0,0
NVME-07221,VendorD,Model-PRO,FW2.0,4696,54.6,42.8,38.9,9.3,0,2,0,7.48,7.87,0,0,0
NVME-07222,VendorA,Model-X2,FW1.1,16688,178.7,112.5,40.1,33.3,0,1,1,3.96,3.01,0,0,0
NVME-07223,VendorA,Model-ULTRA,FW2.0,42543,37.2,29.8,35.1,6.8,3,3,0,2.52,3.74,0,0,0
NVME-07224,VendorB,Model-X2,FW1.0,54754,343.8,284.3,44.6,78.1,1,3,0,3.51,1.59,0,0,0
NVME-07225,VendorD,Model-ULTRA,FW1.2,27446,140.1,88.0,45.0,33.7,0,0,1,18.89,19.41,0,0,0
NVME-07226,VendorD,Model-X2,FW2.0,29104,62.7,75.8,21.4,17.0,1,4,0,3.96,1.74,0,0,0
NVME-07227,VendorD,Model-X1,FW2.1,27326,13.9,15.6,27.5,0.7,0,2,0,3.26,3.92,0,0,0
NVME-07228,VendorA,Model-LITE,FW2.1,12553,135.6,110.7,38.5,35.3,0,2,1,0.37,0.41,0,0,0
NVME-07229,VendorD,Model-LITE,FW1.0,59652,304.6,454.8,44.0,77.0,1,1,0,1.64,5.02,0,0,0
NVME-07230,VendorB,Model-ULTRA,FW1.1,24681,412.2,476.1,42.4,90.4,1,4,0,6.16,11.24,1,1,1
NVME-07231,VendorA,Model-X1,FW2.0,40688,39.3,47.3,38.9,9.2,2,5,1,14.78,7.14,0,0,0
